prompts,response
Explain the provisions for kidnapping or abducting a child under ten years with intent to steal from its person as per Indian Penal Code (IPC 1860) Section 369: Kidnapping or abducting child under ten years with intent to steal from its person and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '369', 'IPC Heading': 'Kidnapping or abducting child under ten years with intent to steal from its person', 'IPC Descriptions': ' Indian Penal Code, 1860 \n369. Kidnapping or abducting child under ten years with\nintent to steal from its person\nWhoever kidnaps or abducts any child under the age of ten years\nwith the intention of taking dishonestly any movable property from the person\nof such child, shall be punished with imprisonment of either description for a\nterm which may extend to seven years, and shall also be liable to fine.', 'BNS Section': '97', 'BNS Heading': 'Kidnapping or abducting child under ten years with intent to steal from its person', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n97. Kidnapping or abducting child under ten years of age with intent to steal from its person.\nWhoever kidnaps or abducts any child under the age of ten years with the intention of taking dishonestly any movable property from the person of such child, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.'}"
Discuss the consequences of trafficking of persons according to Indian Penal Code (IPC 1860) Section 370: Trafficking of person and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '370', 'IPC Heading': 'Trafficking of person', 'IPC Descriptions': ' Indian Penal Code, 1860 \n370. Buying or disposing of any person as a slave \nWhoever imports, exports, removes, buys, sells or disposes of\nany person as a slave, or accepts, receives or detains against his will any\nperson as a slave, shall be punished with imprisonment of either description\nfor a term which may extend to seven years, and shall also be liable to fine.', 'BNS Section': '143', 'BNS Heading': 'Trafficking of person', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n143. Trafficking of person.\n (1) Whoever, for the purpose of exploitation recruits, transports, harbours, transfers, or receives a person or persons, by\n(a) using threats; or\n(b) using force, or any other form of coercion; or\n(c) by abduction; or\n(d) by practising fraud, or deception; or\n(e) by abuse of power; or\n(f) by inducement, including the giving or receiving of payments or benefits, in order to achieve the consent of any person having control over the person recruited, transported, harboured, transferred or received, commits the offence of trafficking.\nExplanation 1.The expression ""exploitation"" shall include any act of physical exploitation or any form of sexual exploitation, slavery or practices similar to slavery, servitude, beggary or forced removal of organs.\nExplanation 2.The consent of the victim is immaterial in determination of the offence of trafficking.\n(2) Whoever commits the offence of trafficking shall be punished with rigorous imprisonment for a term which shall not be less than seven years, but which may extend to ten years, and shall also be liable to fine.\n(3) Where the offence involves the trafficking of more than one person, it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years but which may extend to imprisonment for life, and shall also be liable to fine.\n(4) Where the offence involves the trafficking of a child, it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years, but which may extend to imprisonment for life, and shall also be liable to fine.\n(5) Where the offence involves the trafficking of more than one child, it shall be punishable with rigorous imprisonment for a term which shall not be less than fourteen years, but which may extend to imprisonment for life, and shall also be liable to fine.\n(6) If a person is convicted of the offence of trafficking of a child on more than one occasion, then such person shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person\'s natural life, and shall also be liable to fine.\n(7) When a public servant or a police officer is involved in the trafficking of any person then, such public servant or police officer shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person\'s natural life, and shall also be liable to fine.'}"
Explain the legal implications of exploitation of a trafficked person as outlined in Indian Penal Code (IPC 1860) Section 370A: Exploitation of a trafficked person and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '370A', 'IPC Heading': ' Exploitation of a trafficked person', 'IPC Descriptions': ' Indian Penal Code, 1860\nWhoever, knowingly or having reason to believe that a minor has been trafficked1, engages such minor for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than five years, but which may extend to seven years, and shall also be liable to fine.\n                Whoever, knowingly by or having reason to believe that a person has been trafficked1, engages such person for sexual exploitation in any manner, shall be punished With rigorous imprisonment for a term which shall not be less than three years, but which may extend to five years, and shall also be liable to fine.\nRead more at: https://devgan.in/ipc/section/370A/', 'BNS Section': '144', 'BNS Heading': 'Exploitation of a trafficked person', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n144. Exploitation of a trafficked person.\n(1) Whoever, knowingly or having reason to believe that a child has been trafficked, engages such child for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than five years, but which may extend to ten years, and shall also be liable to fine.\n(2) Whoever, knowingly or having reason to believe that a person has been trafficked, engages such person for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than three years, but which may extend to seven years, and shall also be liable to fine.'}"
Discuss the provisions for habitual dealing in slaves as per Indian Penal Code (IPC 1860) Section 371: Habitual dealing in slaves and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '371', 'IPC Heading': 'Habitual dealing in slaves', 'IPC Descriptions': ' Indian Penal Code, 1860 \n371. Habitual dealing in slaves \nWhoever habitually imports, exports, removes, buys, sells,\ntraffics or deals in slaves, shall be punished with 152[imprisonment\nfor life],\xa0 or with imprisonment of either description for a term not\nexceeding ten years, and shall also be liable to fine.', 'BNS Section': '145', 'BNS Heading': 'Habitual dealing in slaves', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n145. Habitual dealing in slaves.\nWhoever habitually imports, exports, removes, buys, sells, traffics or deals in slaves, shall be punished with imprisonment for life, or with imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine.'}"
"Explain the consequences of selling a minor for purposes of prostitution, etc., according to Indian Penal Code (IPC 1860) Section 372: Selling minor for purposes of prostitution, etc. and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.","{'IPC Section': '372', 'IPC Heading': 'Selling minor for purposes of prostitution, etc.', 'IPC Descriptions': ' Indian Penal Code, 1860 \n372. Selling minor for purposes of prostitution, etc \nWhoever sells, lets to hire, or otherwise disposes of any 164[person\nunder the age of eighteen years with intent that such person shall at any age\nbe employed or used for the purpose of prostitution or illicit intercourse with\nany person or for any unlawful and immoral purpose, or knowing it to be likely\nthat such person will at any age be] employed or used for any such purpose, shall\nbe punished with imprisonment of either description for a term which may extend\nto ten years, and shall be liable to fine.\n 165  [Explanation I When a female under the age of\neighteen years is sold, let for hire, or otherwise disposed of to a prostitute\nor to any person who keeps or manages a brothel, the person so disposing of\nsuch female shall, until the contrary is proved, be presumed to have disposed\nof her with the intent that she shall be used for the purpose of prostitution.\nExplanation II  For the purposes of this section \'illicit\nintercourse"" means sexual intercourse between persons not united by\nmarriage or by any union or tie which, though not amounting to a marriage, is\nrecognized by the personal law or custom of the community to which they belong\nor, where they belong to different communities, of both such communities, as\nconstituting between them a\xa0 quasimarital relation.]', 'BNS Section': '98', 'BNS Heading': 'Selling child for purposes of prostitution, etc.', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n98. Selling child for purposes of prostitution, etc.\nWhoever sells, lets to hire, or otherwise disposes of any child with intent that such child shall at any age be employed or used for the purpose of prostitution or illicit intercourse with any person or for any unlawful and immoral purpose, or knowing it to be likely that such child will at any age be employed or used for any such purpose, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.\nExplanation 1.When a female under the age of eighteen years is sold, let for hire, or otherwise disposed of to a prostitute or to any person who keeps or manages a brothel, the person so disposing of such female shall, until the contrary is proved, be presumed to have disposed of her with the intent that she shall be used for the purpose of prostitution.\nExplanation 2.For the purposes of this section ""illicit intercourse"" means sexual intercourse between persons not united by marriage or by any union or tie which, though not amounting to a marriage, is recognised by the personal law or custom of the community to which they belong or, where they belong to different communities, of both such communities, as constituting between them a quasimarital relation.'}"
"Discuss the legal implications of buying a minor for purposes of prostitution, etc., as outlined in Indian Penal Code (IPC 1860) Section 373: Buying minor for purposes of prostitution, etc. and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.","{'IPC Section': '373', 'IPC Heading': 'Buying minor for purposes of prostitution, etc.', 'IPC Descriptions': ' Indian Penal Code, 1860 \n373. Buying minor for purposes of prostitution, etc \nWhoever buys, hires or otherwise obtains possession of any 164[person\nunder the age of eighteen years with intent that such person shall at any age\nbe employed or used for the purpose of prostitution or illicit intercourse with\nany person or for any unlawful and immoral purpose, of knowing it to be likely\nthat such person will at any age be] employed or used for any purpose, shall be\npunished with imprisonment of either description for a term which may extend to\nten years, and shall also be liable to fine.\n 165  [Explanation IAny prostitute or any person keeping\nor managing a brothel, who buys, hires or otherwise obtains possession of a\nfemale under the age of eighteen years shall, until the contrary is proved, be\npresumed to have obtained possession of such female with the intent that she\nshall be used for the purpose of prostitution.\nExplanation II  ""Illicit intercourse"" has the same\nmeaning as in section 372.]', 'BNS Section': '99', 'BNS Heading': 'Buying child for purposes of prostitution, etc.', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n99. Buying child for purposes of prostitution, etc.\nWhoever buys, hires or otherwise obtains possession of any child with intent that such child shall at any age be employed or used for the purpose of prostitution or illicit intercourse with any person or for any unlawful and immoral purpose, or knowing it to be likely that such child will at any age be employed or used for any such purpose, shall be punished with imprisonment of either description for a term which shall not be less than seven years but which may extend to fourteen years, and shall also be liable to fine.\nExplanation 1.Any prostitute or any person keeping or managing a brothel, who buys, hires or otherwise obtains possession of a female under the age of eighteen years shall, until the contrary is proved, be presumed to have obtained possession of such female with the intent that she shall be used for the purpose of prostitution.\nExplanation 2.""Illicit intercourse"" has the same meaning as in section 98.'}"
Explain the provisions for unlawful compulsory labour as per Indian Penal Code (IPC 1860) Section 374: Unlawful compulsory labour and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '374', 'IPC Heading': 'Unlawful compulsory labour', 'IPC Descriptions': ' Indian Penal Code, 1860 \n374. Unlawful compulsory labor\nWhoever unlawfully compels any person to labor against the will\nof that person, shall be punished with imprisonment of either description for a\nterm which may extend to one year, or with fine, or with both.\n 166  [Sexual offences]', 'BNS Section': '146', 'BNS Heading': 'Unlawful compulsory labour', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n146. Unlawful compulsory labour.\nWhoever unlawfully compels any person to labour against the will of that person, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.'}"
Discuss the definition and legal implications of rape according to Indian Penal Code (IPC 1860) Section 375: Rape and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '375', 'IPC Heading': 'Rape', 'IPC Descriptions': ' Indian Penal Code, 1860 \n[375. Rape\nA man is said to commit ""rape"" who, except in the case\nhereinafter excepted, has sexual intercourse with a woman under circumstances\nfalling under any of the six following descriptions:\nFirst Against her will.\nSecondly, Without her consent.\nThirdly \xa0 With her consent, when her consent has been\nobtained by putting her or any person in whom she is interested in fear of\ndeath or of hurt.\nFourthly With her consent, when the man knows that he is not\nher husband, and that her consent is given because she believes that he is\nanother man to whom she is or believes herself to be lawfully married.\nFifthly  With her consent, when, at the time of giving such\nconsent, by reason of unsoundness of mind or intoxication or the administration\nby him personally or through another of any stupefying or unwholesome\nsubstance, she is unable to understand the nature and consequences of that to\nwhich she gives consent.\nSixthly  With or without her consent, when she is under sixteen\nyears of age.\nExplanation  Penetration is sufficient to constitute the\nsexual intercourse necessary to the offence of rape.\nException  Sexual intercourse by a man with his own wife,\nthe wife not being under fifteen years of age, is not rape.]\nSTATE AMENDMENT \nUnion Territory of Manipur:\n(a) in clause sixthly, for the word ""sixteen""\nsubstitute the word ""fourteen""; and\n(b) in the Exception, for the word ""fifteen""\nsubstitute the word ""thirteen"".\n[vide Act 30 of 1950.]', 'BNS Section': '63', 'BNS Heading': 'Rape', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\nChapter V\nOf Offences Against Woman and Child\nOf sexual offences\n63. Rape.\nA man is said to commit ""rape"" if he\n(a) penetrates his penis, to any extent, into the vagina, mouth, urethra or anus of a woman or makes her to do so with him or any other person; or\n(b) inserts, to any extent, any object or a part of the body, not being the penis, into the vagina, the urethra or anus of a woman or makes her to do so with him or any other person; or\n(c) manipulates any part of the body of a woman so as to cause penetration into the vagina, urethra, anus or any part of body of such woman or makes her to do so with him or any other person; or\n(d) applies his mouth to the vagina, anus, urethra of a woman or makes her to do so with him or any other person, under the circumstances falling under any of the following seven descriptions:\n(i) against her will;\n(ii) without her consent;\n(iii) with her consent, when her consent has been obtained by putting her or any person in whom she is interested, in fear of death or of hurt;\n(iv) with her consent, when the man knows that he is not her husband and that her consent is given because she believes that he is another man to whom she is or believes herself to be lawfully married;\n(v) with her consent when, at the time of giving such consent, by reason of unsoundness of mind or intoxication or the administration by him personally or through another of any stupefying or unwholesome substance, she is unable to understand the nature and consequences of that to which she gives consent;\n(vi) with or without her consent, when she is under eighteen years of age;\n(vii) when she is unable to communicate consent.\nExplanation 1.For the purposes of this section, ""vagina"" shall also include labia majora.\nExplanation 2.Consent means an unequivocal voluntary agreement when the woman by words, gestures or any form of verbal or nonverbal communication, communicates willingness to participate in the specific sexual act:\nProvided that a woman who does not physically resist to the act of penetration shall not by the reason only of that fact, be regarded as consenting to the sexual activity.\nException 1.A medical procedure or intervention shall not constitute rape.\nException 2.Sexual intercourse or sexual acts by a man with his own wife, the wife not being under eighteen years of age, is not rape.'}"
Explain the punishment for rape as outlined in Indian Penal Code (IPC 1860) Section 376: Punishment for rape and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376', 'IPC Heading': 'Punishment for rape', 'IPC Descriptions': ' Indian Penal Code, 1860 \n[376. Punishment for rape\n(1) Whoever, except in the cases provided for by subsection (2),\ncommits rape shall be punished with imprisonment of either description for a\nterm which shall not be less than seven years but which may be for life or for\na term which may extend to ten years and shall also be liable to fine unless\nthe women raped is his own wife and is not under twelve years of age, in which\ncases, he shall be punished with imprisonment of either description for a term\nwhich may extend to two years or with fine or with both:\nProvided  that the court may, for adequate and special\nreasons to be mentioned in the judgment, impose a sentence of imprisonment for\na term of less than seven years.\n(2) Whoever,\n(a) being a police officer commits rape\n(i) within the limits\nof the police station to which he is appointed; or\n(ii) in the premises of any station house\nwhether or not situated in the police station to which he is appointed; or\n(iii) on a woman in his custody or in the\ncustody of a police officer subordinate to him; or\n(b) being, a public servant, takes advantage\nof his official position and commits rape on a woman in his custody as such\npublic servant or in the custody of a public servant subordinate to him; or\n(c) being on the management or on the staff of\na jail, remand home or other place of custody established by or under any law\nfor the time being in force or of a woman\'s or children\'s institution takes\nadvantage of his official position and commits rape on any inmate of such jail,\nremand home, place or institution; or\n(d) being, on the management or on the staff\nof a hospital, takes advantage of his official position and commits rape on a\nwoman in that hospital; or\n(e) commits rape on a woman knowing her to be pregnant;\nor\n(f) commits rape on a woman when she is under\ntwelve years of age; or\n(g) commits gang rape, shall be punished with\nrigorous imprisonment for a term which shall not be less than ten years but\nwhich may be for life and shall also be liable to fine:\nProvided  that the court may, for adequate and special\nreasons to be mentioned in the judgment, impose a sentence of imprisonment of\neither description for a term of less than ten years.\nExplanation 1  Where a woman is raped by one or more in a\ngroup of persons acting in furtherance of their common intention, each of the\npersons shall be deemed to have committed gang rape within the meaning of this\nsubsection.\nExplanation 2  ""Women\'s or children\'s institution""\nmeans an institution, whether called an orphanage or a home for neglected woman\nor children or a widows\' home or by any other name, which is established and\nmaintained for the reception and care of woman or children.\nExplanation 3  ""Hospital"" means the precincts of\nthe hospital and includes the precincts of any institution for the reception\nand treatment of persons during convalescence or of persons requiring, medical\nattention or rehabilitation.]', 'BNS Section': '64', 'BNS Heading': 'Punishment for rape', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n64. Punishment for rape.\n(1) Whoever, except in the cases provided for in subsection (2), commits rape, shall be punished with rigorous imprisonment of either description for a term which shall not be less than ten years, but which may extend to imprisonment for life, and shall also be liable to fine.\n(2) Whoever,\n(a) being a police officer, commits rape,\n(i) within the limits of the police station to which such police officer is appointed; or\n(ii) in the premises of any station house; or\n(iii) on a woman in such police officer\'s custody or in the custody of a police officer subordinate to such police officer; or\n(b) being a public servant, commits rape on a woman in such public servant\'s custody or in the custody of a public servant subordinate to such public servant; or\n(c) being a member of the armed forces deployed in an area by the Central Government or a State Government commits rape in such area; or\n(d) being on the management or on the staff of a jail, remand home or other place of custody established by or under any law for the time being in force or of a women\'s or children\'s institution, commits rape on any inmate of such jail, remand home, place or institution; or\n(e) being on the management or on the staff of a hospital, commits rape on a woman in that hospital; or\n(f) being a relative, guardian or teacher of, or a person in a position of trust or authority towards the woman, commits rape on such woman; or\n(g) commits rape during communal or sectarian violence; or\n(h) commits rape on a woman knowing her to be pregnant; or\n(i) commits rape, on a woman incapable of giving consent; or\n(j) being in a position of control or dominance over a woman, commits rape on such woman; or\n(k) commits rape on a woman suffering from mental or physical disability; or\n(l) while committing rape causes grievous bodily harm or maims or disfigures or endangers the life of a woman; or\n(m) commits rape repeatedly on the same woman, shall be punished with rigorous imprisonment for a term which shall not be less than ten years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person\'s natural life, and shall also be liable to fine.\nExplanation.For the purposes of this subsection,\n(a) ""armed forces"" means the naval, army and air forces and includes any member of the Armed Forces constituted under any law for the time being in force, including the paramilitary forces and any auxiliary forces that are under the control of the Central Government or the State Government;\n(b) ""hospital"" means the precincts of the hospital and includes the precincts of any institution for the reception and treatment of persons during convalescence or of persons requiring medical attention or rehabilitation;\n(c) ""police officer"" shall have the same meaning as assigned to the expression ""police"" under the Police Act, 1861;\n(d) ""women\'s or children\'s institution"" means an institution, whether called an orphanage or a home for neglected women or children or a widow\'s home or an institution called by any other name, which is established and maintained for the reception and care of women or children.'}"
Discuss the consequences of causing death or resulting in the persistent vegetative state of the victim during rape as per Indian Penal Code (IPC 1860) Section 376A: Punishment for causing death or resulting in persistent vegetative state of victim and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376A', 'IPC Heading': 'Punishment for causing death or resulting in persistent vegetative state of victim', 'IPC Descriptions': ' Indian Penal Code, 1860 \n[376A. Intercourse by a man with his wife during separation\nWhoever has sexual intercourse with his own wife, who is living\nseparately from him under a decree of separation or under any custom or usage\nwithout her consent shall be punished with imprisonment of either description\nfor a term which may extend to two years and shall also be liable to fine.]', 'BNS Section': '66', 'BNS Heading': 'Punishment for causing death or resulting in persistent vegetative state of victim', 'BNS description': ""The Bharatiya Nyaya Sanhita, 2023\n66. Punishment for causing death or resulting in persistent vegetative state of victim.\nWhoever, commits an offence punishable under subsection (1) or subsection (2) of section 64 and in the course of such commission inflicts an injury which causes the death of the woman or causes the woman to be in a persistent vegetative state, shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person's natural life, or with death.""}"
Explain the punishment for rape on a woman under twelve years of age according to Indian Penal Code (IPC 1860) Section 376AB: Punishment for rape on woman under twelve years of age and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376AB', 'IPC Heading': 'Punishment for rape on woman under twelve years of age', 'IPC Descriptions': ' Indian Penal Code 1860\nSECTION 376AB   Punishment for rape on woman under twelve years of age\nWhoever, commits rape on a woman under twelve years of age shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person?s natural life, and with fine or with death:1 Provided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim: Provided further that any fine imposed under this section shall be paid to the victim.""', 'BNS Section': '65(2)', 'BNS Heading': 'Punishment for rape in certain cases', 'BNS description': ""The Bharatiya Nyaya Sanhita, 2023\n65. Punishment for rape in certain cases.\n(2) Whoever, commits rape on a woman under twelve years of age shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person's natural life, and with fine or with death:\nProvided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:\nProvided further that any fine imposed under this subsection shall be paid to the victim.""}"
Discuss the legal implications of sexual intercourse by a husband upon his wife during separation as outlined in Indian Penal Code (IPC 1860) Section 376B: Sexual intercourse by husband upon his wife during separation and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376B', 'IPC Heading': 'Sexual intercourse by husband upon his wife during separation', 'IPC Descriptions': ' Indian Penal Code, 1860 \n376B. Intercourse by public servant with woman in his\ncustody\nWhoever, being a public servant, takes advantage of his official\nposition and induces or seduces, any woman, who is in his custody as such\npublic servant or in the custody of a public servant subordinate to him, to\nhave sexual intercourse with him, such sexual intercourse not amounting to the\noffence of rape, shall be punished with imprisonment of either description for\na term which may extend to five years and shall also be liable to fine.]', 'BNS Section': '67', 'BNS Heading': 'Sexual intercourse by husband upon his wife during separation', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n67. Sexual intercourse by husband upon his wife during separation.\nWhoever has sexual intercourse with his own wife, who is living separately, whether under a decree of separation or otherwise, without her consent, shall be punished with imprisonment of either description for a term which shall not be less than two years but which may extend to seven years, and shall also be liable to fine.\nExplanation.In this section, ""sexual intercourse"" shall mean any of the acts mentioned in clauses (a) to (d) of section 63.'}"
Explain the provisions for sexual intercourse by a person in authority as per Indian Penal Code (IPC 1860) Section 376C: Sexual intercourse by person in authority and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376C', 'IPC Heading': 'Sexual intercourse by a person in authority', 'IPC Descriptions': ' Indian Penal Code, 1860 \n[376C. Intercourse by superintendent of jail, remand home, etc\nWhoever, being the superintendent or manager of a jail, remand\nhome or other place of custody established by or under any law for the time\nbeing in force or of a woman\'s or children\'s institution takes advantage of his\nofficial position and induces or seduces any female inmate of such jail, remand\nhome, place or institution to have sexual intercourse with him, such sexual\nintercourse not amounting to the offence of rape, shall be punished with imprisonment\nof either description for a term which may extend to five years and shall also\nbe liable to fine.\nExplanation 1  ""Superintendent"" in relation to\njail, remand home or other place of custody or a women\x92s or children\'s\ninstitution includes a person holding any other office in such jail, remand\nhome, place or institution by virtue of which he can exercise any authority or\ncontrol over its inmates.\nExplanation 2  The expression ""women\'s or children\'s\ninstitution"" shall have the same meaning as in Explanation 2 to\nsubsection (2) of section 376.]', 'BNS Section': '68', 'BNS Heading': 'Sexual intercourse by a person in authority', 'BNS description': 'The Bharatiya Nyaya Sanhita, 2023\n68. Sexual intercourse by a person in authority.\nWhoever, being\n(a) in a position of authority or in a fiduciary relationship; or\n(b) a public servant; or\n(c) superintendent or manager of a jail, remand home or other place of custody established by or under any law for the time being in force, or a women\'s or children\'s institution; or\n(d) on the management of a hospital or being on the staff of a hospital, abuses such position or fiduciary relationship to induce or seduce any woman either in his custody or under his charge or present in the premises to have sexual intercourse with him, such sexual intercourse not amounting to the offence of rape, shall be punished with rigorous imprisonment of either description for a term which shall not be less than five years, but which may extend to ten years, and shall also be liable to fine.\nExplanation 1.In this section, ""sexual intercourse"" shall mean any of the acts mentioned in clauses (a) to (d) of section 63.\nExplanation 2.For the purposes of this section, Explanation 1 to section 63 shall also be applicable.\nExplanation 3.""Superintendent"", in relation to a jail, remand home or other place of custody or a women\'s or children\'s institution, includes a person holding any other office in such jail, remand home, place or institution by virtue of which such person can exercise any authority or control over its inmates.\nExplanation 4.The expressions ""hospital"" and ""women\'s or children\'s institution"" shall respectively have the same meanings as in clauses (b) and (d) of the Explanation to subsection (2) of section 64.'}"
Discuss the consequences of gang rape according to Indian Penal Code (IPC 1860) Section 376D: Gang rape and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376D', 'IPC Heading': 'Gang rape', 'IPC Descriptions': ' Indian Penal Code, 1860 \n[376D. Intercourse by any member of the management or staff of a\nhospital with any woman in that hospital\nWhoever, being on the management of a hospital or hem. on the\nstaff of a hospital takes advantage of his position and has sexual intercourse\nwith any woman in that hospital, such sexual intercourse not amounting to the\noffence of rape, shall be punished with imprisonment of either description for\na term which may extend to five years and shall also be liable to fine.\nExplanation  The expression ""hospital"" shall have\nthe same meaning as in Explanation 3 to subsection (2) of section 376.]\nOf Unnatural offences', 'BNS Section': '70', 'BNS Heading': 'Gang rape', 'BNS description': ""The Bharatiya Nyaya Sanhita, 2023\n70. Gang rape.\n(1) Where a woman is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life which shall mean imprisonment for the remainder of that person's natural life, and with fine:\nProvided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:\nProvided further that any fine imposed under this subsection shall be paid to the victim.\n(2) Where a woman under eighteen years of age is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person's natural life, and with fine, or with death:\nProvided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:\nProvided further that any fine imposed under this subsection shall be paid to the victim.""}"
Explain the punishment for gang rape on a woman under sixteen years of age as outlined in Indian Penal Code (IPC 1860) Section 376DA: Punishment for gang rape on woman under sixteen years of age and their relevant Bharatiya Nyaya Sanhita 2023 (BNS 2023) code reference.,"{'IPC Section': '376DA', 'IPC Heading': 'Punishment for gang rape on woman under sixteen years of age', 'IPC Descriptions': ' Indian Penal Code 1860\nSECTION 376DA Punishment for gang rape on woman under sixteen years of age\n""Where a woman under sixteen years of age is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person?s natural life, and with fine:1 Provided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim: Provided further that any fine imposed under this section shall be paid to the victim.""', 'BNS Section': '70', 'BNS Heading': 'Gang rape', 'BNS description': ""The Bharatiya Nyaya Sanhita, 2023\n70. Gang rape.\n(1) Where a woman is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life which shall mean imprisonment for the remainder of that person's natural life, and with fine:\nProvided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:\nProvided further that any fine imposed under this subsection shall be paid to the victim.\n(2) Where a woman under eighteen years of age is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person's natural life, and with fine, or with death:\nProvided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:\nProvided further that any fine imposed under this subsection shall be paid to the victim.""}"
